序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
424,301196,唯科科技,111.19,3.63,3.89,79370.0,873154172.65,8.13,113.5,104.78,106.16,107.3,1.46,9.68,47.03,4.21,13933634417.0,9113311527.0,0.01,0.07,40.93,39.04
425,601137,博威合金,20.05,3.62,0.7,220102.0,439727672.0,3.93,20.29,19.53,19.55,19.35,1.36,2.4,15.68,1.87,18415673373.0,18402039373.0,-0.1,-0.05,-9.68,-6.18
426,300619,金银河,42.03,3.62,1.47,73640.0,309818061.51,5.3,42.86,40.71,40.91,40.56,1.78,5.06,464.13,4.64,7313205626.0,6113853895.0,0.19,0.19,-11.31,-4.26
427,600478,科力远,7.44,3.62,0.26,703451.0,521249843.0,4.87,7.56,7.21,7.21,7.18,1.79,4.22,70.6,4.27,12391624415.0,12391624415.0,-0.13,-0.27,2.2,7.98
428,688480,赛恩斯,87.77,3.62,3.07,42728.0,378244959.0,8.17,90.99,84.07,85.6,84.7,1.09,4.48,76.07,7.28,8366778731.0,8366778731.0,-0.23,-0.27,41.34,70.46
429,920090,同辉信息,6.31,3.61,0.22,57842.0,36717082.09,7.39,6.58,6.13,6.14,6.09,0.96,4.27,-20.57,27.43,1257794675.0,854042094.0,-0.47,-0.63,-3.07,-0.63
430,300386,飞天诚信,14.65,3.61,0.51,94119.0,137346959.1,3.96,14.83,14.27,14.37,14.14,1.91,3.75,442.45,4.16,6124344600.0,3673599616.0,-0.07,-0.07,-14.53,-18.88
431,600719,大连热电,6.9,3.6,0.24,178903.0,122417654.0,5.26,6.95,6.6,6.68,6.66,1.23,4.42,-29.48,9.1,2791737240.0,2791737240.0,0.0,0.0,12.01,5.83
432,300814,中富电路,97.62,3.6,3.39,116491.0,1132732500.45,6.75,100.36,94.0,94.53,94.23,1.27,6.09,503.18,11.37,18687409486.0,18687409486.0,0.05,0.05,19.74,32.03
433,688116,天奈科技,40.28,3.6,1.4,85065.0,342050442.0,3.65,40.58,39.16,39.16,38.88,1.28,2.32,62.61,3.87,14763910209.0,14763910209.0,-0.02,0.02,-17.68,-14.57
434,002965,祥鑫科技,30.48,3.6,1.06,74314.0,226462049.9,4.01,30.88,29.7,29.8,29.42,1.84,3.73,38.26,1.9,8088793342.0,6078370642.0,0.0,0.0,-26.31,-25.07
435,603843,*ST正平,9.53,3.59,0.33,377863.0,355313934.0,8.37,9.65,8.88,9.54,9.2,1.68,5.4,-50.13,23.83,6667409449.0,6667409449.0,-0.31,-0.63,53.46,66.61
436,601689,拓普集团,60.42,3.58,2.09,344586.0,2084909617.0,4.61,61.49,58.8,59.09,58.33,1.42,1.98,37.78,4.36,105000025744.0,105000025744.0,-0.03,-0.1,-19.22,-21.72
437,688679,通源环境,57.48,3.57,1.98,64789.0,374096483.0,10.05,60.58,55.0,55.8,55.5,1.9,4.92,-188.47,6.88,7569522519.0,7569522519.0,0.23,-0.21,125.77,116.09
438,688063,派能科技,71.45,3.57,2.46,139179.0,1002832859.0,6.46,73.98,69.52,69.58,68.99,1.38,5.67,206.91,1.9,17530918341.0,17530918341.0,-0.06,0.01,17.73,25.75
439,603688,石英股份,47.15,3.56,1.62,282022.0,1326071489.0,4.59,48.1,46.01,46.9,45.53,1.35,5.21,166.57,4.39,25540131326.0,25540131326.0,0.11,-0.08,18.89,28.9
440,300890,翔丰华,30.88,3.55,1.06,80849.0,250640088.53,4.49,31.4,30.06,30.06,29.82,1.5,7.43,138.34,1.79,3679243796.0,3361754628.0,-0.13,-0.26,0.23,3.62
441,600570,恒生电子,26.89,3.54,0.92,434578.0,1164228484.0,4.39,27.15,26.01,26.01,25.97,2.39,2.29,41.36,5.17,50920193160.0,50920193160.0,0.04,0.04,-13.15,-10.81
442,603196,璞源材料,32.44,3.54,1.11,120287.0,391524860.0,8.55,33.88,31.2,31.64,31.33,1.61,5.08,755.04,7.08,13582220554.0,7687899868.0,0.15,0.09,27.87,27.07
443,002436,兴森科技,22.86,3.53,0.78,1059916.0,2418845252.22,6.52,23.56,22.12,22.12,22.08,1.8,7.02,221.62,7.21,38854537650.0,34529967272.0,-0.13,-0.17,2.47,7.98
444,688137,近岸蛋白,43.65,3.53,1.49,11406.0,49376334.0,3.8,43.78,42.18,42.3,42.16,1.84,1.63,-40.21,1.5,3063157912.0,3063157912.0,-0.11,0.32,4.4,8.99
445,605303,园林股份,19.34,3.53,0.66,82949.0,161692763.0,7.07,19.99,18.67,18.67,18.68,0.92,5.14,-21.51,3.39,3118331471.0,3118331471.0,-0.31,-0.46,-0.72,11.79
446,603959,百利科技,6.17,3.52,0.21,303038.0,186942921.0,6.04,6.29,5.93,5.97,5.96,1.54,6.18,-19.66,127.35,3025144781.0,3025144781.0,0.0,0.0,6.38,7.49
447,605338,巴比食品,27.03,3.52,0.92,52910.0,144091803.0,6.17,28.01,26.4,26.4,26.11,2.82,2.21,23.72,2.77,6475486874.0,6475486874.0,-0.11,-0.04,-16.26,-13.7
448,301268,铭利达,22.44,3.51,0.76,39800.0,89614599.06,5.03,22.8,21.71,21.83,21.68,1.24,1.15,-181.67,5.34,8984907154.0,7735019126.0,-0.13,-0.18,19.05,23.09
449,300872,天阳科技,16.79,3.51,0.57,185075.0,309925242.88,4.32,17.03,16.33,16.37,16.22,2.31,4.39,106.4,2.25,8195552984.0,7086080025.0,0.0,-0.06,-16.55,-18.34
450,001282,三联锻造,21.94,3.49,0.74,116403.0,253492644.2,8.77,22.71,20.85,21.11,21.2,2.79,14.89,44.41,3.0,4874752064.0,1714935712.0,0.23,0.27,3.1,2.91
451,301238,瑞泰新材,20.15,3.49,0.68,118688.0,239359856.67,4.06,20.39,19.6,19.68,19.47,1.93,1.62,94.06,2.04,14776665995.0,14776665995.0,-0.05,-0.05,-6.54,-1.23
452,300649,杭州园林,14.89,3.47,0.5,26386.0,38908258.73,3.82,14.9,14.35,14.44,14.39,0.98,2.49,210.07,3.94,1971683308.0,1580079360.0,0.2,0.13,5.38,3.69
453,002662,峰璟股份,4.17,3.47,0.14,434505.0,180916658.13,4.47,4.23,4.05,4.07,4.03,1.99,2.9,25.14,1.41,6255000000.0,6254921187.0,0.0,0.24,4.77,3.73
454,002539,云图控股,14.66,3.46,0.49,302597.0,445365486.8,6.56,15.03,14.1,14.29,14.17,1.52,3.43,19.68,1.91,17705230351.0,12918424325.0,0.07,-0.07,18.51,24.03
455,002822,ST中装,3.29,3.46,0.11,262098.0,85745520.2,4.72,3.34,3.19,3.25,3.18,2.41,2.45,-9.51,2.29,6415500000.0,3516833962.0,0.0,0.0,-15.64,-16.07
456,920037,广信科技,74.39,3.46,2.49,10396.0,76828273.97,3.3,74.66,72.29,72.38,71.9,0.98,3.52,34.39,8.0,6803925726.0,2199288872.0,0.04,0.15,-14.05,-11.44
457,300394,天孚通信,358.9,3.46,12.0,479101.0,16986165509.51,6.82,365.05,341.4,346.9,346.9,1.29,6.18,138.31,50.67,279014563280.0,278453421335.0,-0.21,-0.08,77.52,76.77
458,600476,湘邮科技,10.76,3.46,0.36,57816.0,62412926.0,4.23,10.92,10.48,10.48,10.4,1.15,3.59,-46.8,15.26,1733113200.0,1733113200.0,0.19,0.28,-32.28,-32.79
459,300344,立方退,0.3,3.45,0.01,575452.0,17596667.44,17.24,0.33,0.28,0.29,0.29,0.89,8.99,-2.32,0.85,192511925.0,191998250.0,0.0,-3.23,-70.3,-70.59
460,603867,新化股份,32.04,3.45,1.07,74228.0,237176063.0,6.13,32.76,30.86,31.2,30.97,1.43,3.44,28.25,2.53,6968275246.0,6910603246.0,-0.09,-0.06,25.4,26.14
461,600730,中国高科,9.3,3.45,0.31,233119.0,217033333.0,5.34,9.49,9.01,9.09,8.99,1.91,3.97,-297.39,3.05,5455900819.0,5455900819.0,0.0,0.11,-24.82,-14.99
462,002466,天齐锂业,59.64,3.45,1.99,755953.0,4496883491.3,4.82,60.66,57.88,58.0,57.65,1.64,5.12,219.96,2.31,101760450786.0,88004673666.0,0.18,0.12,0.68,7.69
463,601377,兴业证券,6.01,3.44,0.2,2006183.0,1217717137.0,4.99,6.18,5.89,5.89,5.81,2.55,2.32,18.08,0.93,51902283637.0,51902283637.0,0.0,0.17,-21.13,-19.0
464,688231,隆达股份,32.75,3.41,1.08,47076.0,156726253.0,8.11,34.17,31.6,31.81,31.67,1.57,1.91,107.58,2.93,8084571433.0,8084571433.0,-0.06,-0.09,20.45,25.96
465,002017,东信和平,19.77,3.4,0.65,295805.0,587421850.54,6.49,20.45,19.21,19.22,19.12,3.06,5.1,76.55,6.49,11475138841.0,11468297887.0,-0.05,0.0,-10.66,-11.35
466,600183,生益科技,61.21,3.4,2.01,596304.0,3640694866.0,5.17,62.26,59.2,60.14,59.2,1.11,2.49,44.6,8.9,148686388068.0,146567439508.0,-0.1,-0.15,-15.46,-14.28
467,002900,哈三联,12.15,3.4,0.4,204136.0,253394800.58,10.21,12.93,11.73,11.83,11.75,2.21,12.67,-13.8,2.02,3843707783.0,1957637160.0,0.33,0.41,-6.39,-2.49
468,301121,紫建电子,37.09,3.4,1.22,18901.0,70009143.7,4.13,37.49,36.01,36.15,35.87,1.45,3.74,226.6,2.2,3665458454.0,1876444002.0,0.05,-0.03,-8.08,-6.9
469,002196,方正电机,14.35,3.39,0.47,390895.0,562490404.5,5.69,14.74,13.95,13.98,13.88,2.19,8.01,387.93,5.03,7115762196.0,7006895590.0,0.0,0.0,-3.88,-9.58
470,300199,翰宇药业,21.49,3.37,0.7,836355.0,1790341218.19,5.96,21.69,20.45,20.58,20.79,1.31,11.22,199.51,29.24,18980856311.0,16025046689.0,-0.14,-0.23,12.28,20.06
471,301029,怡合达,25.46,3.37,0.83,112998.0,289297441.1,4.55,26.03,24.91,24.94,24.63,1.36,2.45,29.01,3.8,16146801048.0,11759484379.0,-0.2,-0.27,-6.57,-4.0
472,002937,兴瑞科技,30.65,3.37,1.0,93628.0,285738475.83,5.23,31.05,29.5,29.6,29.65,1.4,3.15,57.76,5.98,9126917124.0,9101630261.0,0.52,0.52,24.04,29.87
473,603335,迪生力,6.16,3.36,0.2,287946.0,176919198.0,4.19,6.24,5.99,6.17,5.96,1.71,6.73,54.4,8.67,2637370736.0,2637370736.0,-0.16,0.0,12.82,9.41
474,300672,国科微,165.86,3.35,5.38,139874.0,2285063565.85,5.28,168.0,159.53,165.0,160.48,1.69,6.65,3646.86,8.85,36008612689.0,34886604453.0,-0.04,-0.19,49.81,54.12
475,002868,*ST绿康,39.25,3.34,1.27,10455.0,40836097.0,4.82,39.82,37.99,37.99,37.98,1.41,0.98,-43.8,96.55,6100071602.0,4199848282.0,-0.03,0.0,0.56,16.43
476,603685,晨丰科技,29.4,3.34,0.95,54081.0,158821278.0,9.17,30.77,28.16,29.13,28.45,1.24,2.68,226.14,4.18,7377946699.0,5923092962.0,-0.03,-0.27,54.09,50.85
477,920185,贝特瑞,29.98,3.34,0.97,92721.0,278599799.81,4.48,30.34,29.04,29.3,29.01,1.87,0.83,37.94,2.68,34122948132.0,33507039762.0,-0.07,-0.03,-12.34,-7.35
478,688037,芯源微,184.6,3.34,5.97,45916.0,852993573.0,4.68,188.36,180.0,183.0,178.63,1.28,2.28,519.16,13.33,37220398842.0,37220398842.0,0.06,-0.05,-3.24,24.3
479,003040,楚天龙,16.74,3.33,0.54,174493.0,292348535.86,6.48,17.3,16.25,16.3,16.2,2.49,3.82,-131.67,5.51,7719416171.0,7647673319.0,0.06,-0.12,-14.11,-19.05
480,301325,曼恩斯特,44.98,3.33,1.45,20445.0,92192015.22,4.25,45.83,43.98,44.0,43.53,1.43,3.53,-136.87,2.29,6472291847.0,2604103606.0,-0.11,-0.18,-14.7,-11.02
481,301176,逸豪新材,28.93,3.32,0.93,98301.0,281494992.7,6.89,29.58,27.65,28.0,28.0,1.21,5.99,-189.49,3.22,4891098676.0,4746070879.0,-0.28,-0.17,13.27,14.94
482,300664,鹏鹞环保,6.23,3.32,0.2,588154.0,367322169.0,7.3,6.47,6.03,6.1,6.03,1.69,7.82,13.08,1.07,4711476948.0,4686488418.0,0.0,0.0,14.31,16.23
483,300710,万隆光电,29.91,3.32,0.96,32161.0,95096715.2,5.18,30.25,28.75,29.09,28.95,1.18,4.31,-216.67,6.44,2975754873.0,2230688189.0,0.1,0.03,-6.53,-3.98
484,000525,红太阳,6.22,3.32,0.2,578050.0,359678230.62,8.97,6.52,5.98,6.02,6.02,2.53,5.2,-22.39,3.09,8105646125.0,6915147231.0,0.16,0.0,13.5,13.92
485,002861,瀛通通讯,15.91,3.31,0.51,73489.0,116986965.8,5.52,16.29,15.44,15.5,15.4,1.17,4.89,-62.34,2.69,2963777835.0,2389178449.0,0.7,-0.06,-13.63,-10.57
486,920252,天宏锂电,27.85,3.3,0.89,52953.0,149735660.3,6.75,28.86,27.04,27.04,26.96,2.34,7.76,295.99,10.84,2858821020.0,1900240006.0,0.04,-0.07,-11.14,-7.75
487,300472,*ST新元,7.86,3.29,0.25,78120.0,61452640.24,5.39,8.03,7.62,7.62,7.61,1.1,2.95,-19.86,-39.32,2163532761.0,2081653176.0,0.0,0.0,3.83,2.08
488,688350,富淼科技,28.88,3.29,0.92,34220.0,97674930.0,3.93,28.98,27.88,28.16,27.96,0.97,2.39,271.98,2.55,4136904857.0,4136904857.0,0.0,-0.03,3.55,12.24
489,603489,八方股份,32.7,3.28,1.04,34613.0,112338565.0,3.73,32.98,31.8,31.8,31.66,1.06,1.48,86.01,2.85,7672007913.0,7672007913.0,0.21,0.21,10.29,6.93
490,688552,航天南湖,38.39,3.28,1.22,59941.0,229194187.0,3.12,38.6,37.44,37.44,37.17,1.03,6.9,405.21,5.01,12946950720.0,3333309683.0,-0.03,0.08,2.37,5.7
491,688133,泰坦科技,21.08,3.28,0.67,48723.0,103132006.0,6.03,21.66,20.43,20.43,20.41,1.53,2.96,-265.73,1.25,3466331475.0,3466331475.0,0.0,-0.14,-7.58,-4.79
492,301313,凡拓数创,29.64,3.28,0.94,22411.0,66394390.3,4.6,30.24,28.92,28.92,28.7,1.4,2.97,-23.85,4.26,3066358776.0,2237457681.0,-0.2,-0.1,7.98,11.81
493,001287,中电港,26.42,3.28,0.84,511371.0,1355821249.3,5.47,27.0,25.6,25.6,25.58,1.69,6.73,58.46,3.73,20076560563.0,20076560563.0,-0.15,-0.23,12.95,16.59
494,688165,埃夫特-U,17.07,3.27,0.54,75264.0,128994366.0,4.78,17.47,16.68,16.69,16.53,1.4,1.44,-17.85,7.33,8906784600.0,8906784600.0,0.12,0.0,-26.39,-28.16
495,301024,霍普股份,36.91,3.27,1.17,25134.0,93159406.36,7.36,37.96,35.33,36.01,35.74,0.93,4.08,-55.91,5.87,2346922350.0,2272179600.0,-0.03,0.16,3.83,4.35
496,688543,国科军工,70.68,3.27,2.24,71760.0,507615469.0,5.35,72.19,68.53,69.0,68.44,1.65,6.19,59.86,6.11,14760954539.0,8196196139.0,0.0,-0.18,16.19,13.87
497,000688,国城矿业,41.16,3.26,1.3,293211.0,1223749329.28,8.98,43.58,40.0,40.4,39.86,1.25,2.47,45.31,18.75,48777386779.0,48777208968.0,0.27,0.46,46.48,48.06
498,300756,金马游乐,46.3,3.26,1.46,44369.0,203352768.63,4.71,46.6,44.49,44.84,44.84,1.26,3.38,60.53,4.98,7296795549.0,6075965344.0,0.0,0.04,-15.36,-18.6
499,003038,鑫铂股份,15.52,3.26,0.49,94979.0,145930053.0,4.39,15.68,15.02,15.15,15.03,1.89,5.82,427.5,1.26,3782158273.0,2533276599.0,0.19,0.0,-2.7,-1.77
500,300395,菲利华,101.17,3.26,3.19,319920.0,3260646501.14,4.88,104.2,99.42,99.45,97.98,1.4,6.25,118.75,11.61,52837820477.0,51761559449.0,0.01,-0.04,3.39,0.87
501,688693,锴威特,81.04,3.24,2.54,91391.0,725447750.0,11.04,84.73,76.06,80.07,78.5,1.28,23.49,-65.78,7.51,5971368459.0,3152813711.0,0.04,-0.49,110.17,116.45
502,688353,华盛锂电,121.24,3.23,3.79,71203.0,860901389.0,5.7,123.67,116.98,117.0,117.45,1.03,4.46,1458.73,5.64,19337780000.0,19337780000.0,0.11,0.16,6.18,6.63
503,600080,金花股份,8.94,3.23,0.28,205810.0,182671062.0,4.62,9.02,8.62,8.82,8.66,1.93,5.51,72.58,2.11,3337036348.0,3337036348.0,0.22,0.11,16.56,18.57
504,300689,澄天伟业,47.69,3.23,1.49,24873.0,118084884.46,4.94,48.66,46.38,46.38,46.2,1.88,2.46,332.85,7.98,5512964000.0,4825377878.0,0.1,0.17,0.0,6.1
505,603367,辰欣药业,16.32,3.23,0.51,220532.0,362397554.0,9.74,17.3,15.76,15.8,15.81,1.47,4.87,17.54,1.19,7388947385.0,7388947385.0,0.12,0.06,-10.67,-5.77
506,603032,德新科技,18.28,3.22,0.57,63732.0,116782249.0,3.9,18.57,17.88,17.88,17.71,1.75,2.75,86.13,3.76,4263396872.0,4234800371.0,-0.11,-0.11,-6.54,-4.59
507,300610,晨化股份,11.85,3.22,0.37,73469.0,86963760.9,4.27,11.98,11.49,11.55,11.48,1.61,4.38,24.63,2.15,2547844563.0,1986345917.0,-0.08,-0.08,0.68,2.07
508,603969,银龙股份,9.3,3.22,0.29,100035.0,92877777.0,3.77,9.39,9.05,9.05,9.01,1.04,1.19,22.16,2.88,8105796300.0,7847418120.0,-0.43,-0.53,-8.73,-8.01
509,301622,英思特,65.91,3.21,2.05,37711.0,251669098.24,5.65,68.76,65.15,66.2,63.86,2.69,6.0,46.77,4.9,7641070211.0,4140451502.0,-0.2,-0.12,-1.64,2.34
510,605378,野马电池,20.28,3.21,0.63,42403.0,86597255.0,4.68,20.7,19.78,19.78,19.65,2.62,1.62,72.73,4.24,5300104992.0,5300104992.0,-0.1,-0.1,-11.71,-9.79
511,300198,ST纳川,2.58,3.2,0.08,141732.0,36169585.0,3.6,2.6,2.51,2.52,2.5,1.08,1.38,-18.42,143.84,2661395233.0,2647638598.0,0.0,0.78,1.18,0.78
512,001896,豫能控股,13.21,3.2,0.41,1114822.0,1451654396.62,5.63,13.35,12.63,12.99,12.8,0.95,7.31,51.63,5.74,20155571369.0,20155571369.0,0.08,-0.08,150.66,154.04
513,001319,铭科精技,25.45,3.2,0.79,39149.0,100475229.6,5.35,26.2,24.88,24.88,24.66,2.4,4.77,27.23,2.68,3598630000.0,2086901909.0,-0.08,-0.16,-5.71,-7.35
514,301061,匠心家居,73.15,3.2,2.27,15166.0,110749695.17,4.88,74.2,70.74,71.3,70.88,1.62,1.04,18.25,3.95,16002835383.0,10631425470.0,0.04,-0.03,-21.1,-22.84
515,002023,海特高新,10.64,3.2,0.33,281853.0,303522316.47,6.21,11.11,10.47,10.49,10.31,3.41,3.8,49.68,1.8,7882752900.0,7882752900.0,0.0,0.0,-22.17,-21.42
516,300533,冰川网络,29.02,3.2,0.9,72358.0,209519264.9,3.45,29.25,28.28,28.4,28.12,1.49,4.39,14.2,4.46,6804086369.0,4787707005.0,0.0,0.03,-19.14,-16.44
517,001300,三柏硕,16.43,3.2,0.51,27857.0,45283961.0,4.15,16.58,15.92,15.92,15.92,0.99,1.14,-653.0,3.87,4005238267.0,4005238267.0,0.37,0.49,0.8,6.34
518,603096,新经典,17.78,3.19,0.55,20688.0,36531580.0,3.08,17.82,17.29,17.29,17.23,1.26,1.34,30.34,1.47,2742291615.0,2742291615.0,-0.06,-0.11,1.89,2.07
519,603799,华友钴业,61.4,3.19,1.9,790099.0,4837465728.0,4.0,62.27,59.89,59.89,59.5,1.71,4.19,19.06,2.41,116459068316.0,115682445504.0,-0.07,-0.02,-20.46,-10.05
520,003027,同兴科技,21.97,3.19,0.68,30849.0,67154880.74,3.9,22.06,21.23,21.54,21.29,1.26,2.94,34.76,1.68,2871988704.0,2303795467.0,0.14,0.23,3.68,-1.48
521,688411,海博思创,229.99,3.19,7.11,52977.0,1224143271.0,5.65,236.6,224.0,224.0,222.88,1.12,4.0,43.64,8.67,41419472235.0,30490757737.0,0.06,0.07,-8.17,-8.02
522,920438,戈碧迦,42.15,3.18,1.3,49651.0,207998921.55,6.83,42.85,40.06,40.76,40.85,1.58,3.56,216.18,6.1,6131771250.0,5875459208.0,-0.09,0.12,6.49,4.98
523,002987,京北方,16.89,3.18,0.52,199273.0,335936583.05,4.4,17.14,16.42,16.49,16.37,2.36,2.36,45.14,5.03,14651401967.0,14247514319.0,0.0,0.0,-16.3,-21.55
524,688172,燕东微,40.74,3.17,1.25,132656.0,545883338.0,5.93,42.25,39.91,39.92,39.49,1.31,1.7,-148.43,3.17,58161161272.0,31703093329.0,0.12,0.27,14.6,40.77
525,688008,澜起科技,143.58,3.17,4.41,392002.0,5646479399.0,2.3,145.5,142.3,143.0,139.17,1.28,3.42,78.5,12.74,175483479015.0,164603919885.0,-0.15,-0.16,5.81,21.88
526,300285,国瓷材料,32.89,3.17,1.01,392251.0,1301062723.37,6.43,34.08,32.03,32.2,31.88,1.32,4.66,50.25,4.68,32792918554.0,27671832018.0,0.03,0.03,11.49,19.99
527,300124,汇川技术,68.13,3.16,2.09,331369.0,2249124988.8,2.83,68.59,66.72,66.72,66.04,1.94,1.38,32.52,5.36,184443485336.0,163414353904.0,-0.01,-0.09,-12.69,-9.56
528,002947,恒铭达,67.4,3.15,2.06,321173.0,2152745376.69,4.42,68.9,66.01,68.8,65.34,2.06,16.67,32.46,5.54,17268509246.0,12983500192.0,-0.1,-0.13,32.97,29.57
529,002748,世龙实业,12.12,3.15,0.37,61004.0,73416025.0,4.0,12.19,11.72,11.76,11.75,1.44,2.54,53.96,2.12,2908800000.0,2908800000.0,0.0,0.0,-4.04,-6.12
530,300931,通用电梯,13.44,3.15,0.41,100538.0,134124761.3,7.83,13.95,12.93,13.09,13.03,2.14,5.44,-273.64,5.04,3227562240.0,2486069887.0,0.0,0.22,22.63,21.41
531,300542,新晨科技,16.68,3.15,0.51,109668.0,181110817.56,3.83,16.79,16.17,16.17,16.17,0.92,4.43,-164.69,9.2,4979979115.0,4131028915.0,0.24,0.6,-15.16,-18.59
532,002652,扬子新材,4.58,3.15,0.14,165432.0,75317757.31,6.08,4.67,4.4,4.47,4.44,0.84,3.23,-112.7,9.35,2345253120.0,2345253120.0,0.22,0.0,18.04,15.95
533,920239,长虹能源,30.18,3.14,0.92,27742.0,84134809.43,5.13,30.9,29.4,29.4,29.26,2.18,1.55,22.11,5.03,5494999477.0,5415339487.0,0.0,0.0,-10.04,-7.14
534,002882,金龙羽,27.28,3.14,0.83,51372.0,140046729.0,4.23,27.58,26.46,26.46,26.45,1.77,2.08,110.37,5.58,11809512000.0,6732227964.0,0.0,-0.11,-19.62,-9.55
535,300763,锦浪科技,93.6,3.14,2.85,279042.0,2636035237.89,5.18,96.8,92.1,92.77,90.75,1.42,8.68,32.29,4.09,37258251732.0,30100960188.0,-0.18,-0.22,24.68,31.07
536,300530,领湃科技,25.06,3.13,0.76,30342.0,76143134.96,3.99,25.35,24.38,24.46,24.3,1.6,1.76,-28.47,80.45,4309100931.0,4309100931.0,-0.16,-0.24,-8.91,-6.14
537,301152,天力锂能,28.73,3.12,0.87,71312.0,207276663.29,5.42,29.83,28.32,28.5,27.86,1.97,10.04,-29.34,2.6,3411400401.0,2039812245.0,0.0,-0.14,-7.98,-5.99
538,603230,内蒙新华,12.56,3.12,0.38,377082.0,496420045.0,8.21,13.4,12.4,13.4,12.18,9.52,10.67,25.4,1.6,4440248880.0,4440248880.0,0.16,0.88,-1.02,1.7
539,002055,ST得润,5.96,3.11,0.18,197862.0,117903704.82,3.29,6.04,5.85,5.86,5.78,1.1,3.33,37.25,2.52,3602760501.0,3540180501.0,0.17,0.17,-1.97,-11.57
540,600233,圆通速递,20.54,3.11,0.62,207125.0,420391811.0,4.82,20.7,19.74,20.12,19.92,1.32,0.61,18.33,2.11,70302406669.0,70302406669.0,0.24,0.24,26.01,25.09
541,600867,通化东宝,9.95,3.11,0.3,1126803.0,1106258085.0,6.94,10.14,9.47,9.66,9.65,1.03,5.75,12.16,2.73,19487501149.0,19487501149.0,0.2,0.2,18.03,21.79
542,002862,实丰文化,17.28,3.1,0.52,54634.0,95168355.5,4.95,17.71,16.88,16.9,16.76,1.21,4.33,-37.04,7.26,2903040000.0,2181563988.0,0.06,0.12,-10.19,-11.52
543,688200,华峰测控,294.0,3.1,8.85,24015.0,710545227.0,6.03,303.2,286.0,289.95,285.15,1.29,1.77,74.02,9.75,39846768150.0,39846768150.0,0.02,0.2,40.23,54.57
544,002415,海康威视,31.71,3.09,0.95,618987.0,1954108726.13,4.13,32.1,30.83,30.88,30.76,2.39,0.68,20.48,3.49,290618076851.0,286862409519.0,-0.28,0.13,5.45,6.27
545,300803,指南针,101.7,3.09,3.05,335405.0,3471309374.69,6.01,106.0,100.07,100.3,98.65,2.16,5.54,272.1,22.23,62015837756.0,61562994809.0,-0.01,-0.04,-28.89,-22.24
546,002949,华阳国际,14.0,3.09,0.42,39849.0,55973075.0,4.27,14.25,13.67,13.67,13.58,1.4,2.62,29.16,1.9,2744662732.0,2126400682.0,-0.07,-0.07,-9.5,-9.97
547,688380,中微半导,45.44,3.09,1.36,113438.0,517761102.0,3.33,46.38,44.91,44.98,44.08,1.84,2.83,64.02,5.73,18192585600.0,18192585600.0,-0.09,0.09,31.18,41.34
548,300961,深水海纳,13.35,3.09,0.4,86667.0,115847224.37,5.56,13.68,12.96,13.05,12.95,1.22,5.68,-73.59,3.23,2366688000.0,2036792586.0,-0.07,-0.45,-6.18,-6.71
549,920249,利尔达,8.0,3.09,0.24,67716.0,54250900.02,4.51,8.16,7.81,7.88,7.76,0.92,5.43,68.62,4.42,3373040000.0,997356608.0,0.13,0.0,-42.2,-38.7
550,300340,科恒股份,11.04,3.08,0.33,81367.0,89987024.2,4.39,11.18,10.71,10.73,10.71,1.22,2.98,-13.92,35.44,3041682454.0,3019032204.0,0.0,-0.09,-12.31,-10.39
551,603197,保隆科技,33.5,3.08,1.0,33348.0,112140171.0,5.32,34.37,32.64,32.65,32.5,2.18,1.56,27.11,2.23,7157605612.0,7157605612.0,0.12,0.18,-13.26,-9.43
552,605289,罗曼股份,114.48,3.08,3.42,66104.0,757765470.0,6.75,117.5,110.0,113.05,111.06,0.94,6.1,229.47,9.48,12479178600.0,12402477000.0,0.03,0.1,67.74,74.09
553,002034,旺能环境,18.48,3.07,0.55,162106.0,301207732.66,6.86,19.18,17.95,17.95,17.93,3.27,3.75,10.91,1.16,8020070206.0,7980268204.0,-0.11,-0.16,14.22,16.23
554,300513,恒实科技,8.73,3.07,0.26,102376.0,89247478.64,3.66,8.87,8.56,8.58,8.47,1.55,3.55,-23.87,2.08,2738523783.0,2516665473.0,-0.11,-0.11,-15.57,-8.01
555,603312,西典新能,39.91,3.07,1.19,22540.0,90103109.0,4.78,40.84,38.99,39.0,38.72,1.44,4.43,24.48,3.59,6385580045.0,2032197245.0,0.0,0.05,-17.63,-14.72
556,300673,佩蒂股份,15.49,3.06,0.46,34645.0,53406350.5,3.26,15.64,15.15,15.3,15.03,1.41,2.16,25.29,2.09,3830767694.0,2485113831.0,0.06,-0.13,-15.91,-13.61
557,002759,天际股份,35.71,3.06,1.06,680873.0,2429161707.15,5.71,36.48,34.5,34.92,34.65,1.38,13.59,-132.33,5.77,17904372825.0,17888642141.0,0.03,0.03,-25.84,-23.09
558,300751,迈为股份,219.5,3.05,6.5,116607.0,2528848635.28,6.0,221.77,209.0,210.91,213.0,1.06,6.03,69.35,7.8,61329398817.0,42440853776.0,-0.26,-0.24,19.29,6.56
