序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
3490,603368,柳药集团,17.15,0.41,0.07,27729.0,47604464.0,1.17,17.25,17.05,17.1,17.08,0.73,0.7,7.91,0.89,6812174738.0,6812174738.0,0.06,0.0,-6.79,-3.76
3491,603289,泰瑞机器,12.1,0.41,0.05,105231.0,127639239.0,4.65,12.36,11.8,12.07,12.05,1.27,3.59,40.17,2.44,3550023683.0,3550023683.0,-0.08,-0.08,18.63,19.57
3492,300827,上能电气,37.79,0.4,0.15,402029.0,1544358504.55,4.54,39.22,37.51,37.77,37.64,1.09,10.44,50.75,7.87,21037374770.0,14558387501.0,-0.24,-0.24,-3.77,10.43
3493,920055,隆源股份,32.79,0.4,0.13,16717.0,55287655.58,2.69,33.5,32.62,32.63,32.66,0.58,10.93,15.59,2.05,2229720000.0,501687000.0,-0.12,-0.21,32.75,32.75
3494,301207,华兰疫苗,19.89,0.4,0.08,49176.0,98307910.83,1.87,20.22,19.85,19.95,19.81,0.69,0.82,65.35,2.1,11954436975.0,11946891704.0,0.1,0.0,3.38,6.76
3495,301279,金道科技,27.49,0.4,0.11,11549.0,31969577.31,2.08,27.94,27.37,27.37,27.38,0.53,1.15,55.3,2.62,3566524368.0,2762441868.0,-0.04,0.0,-15.42,-20.55
3496,002727,一心堂,12.59,0.4,0.05,46426.0,58649012.22,1.67,12.76,12.55,12.57,12.54,0.76,1.17,20.59,1.01,7372755934.0,5002163531.0,0.32,0.32,-3.75,-2.1
3497,688122,西部超导,72.48,0.4,0.29,102999.0,752402471.0,2.17,73.87,72.3,73.07,72.19,1.12,1.59,56.03,6.61,47087682743.0,47087682743.0,0.04,0.14,-11.34,-2.82
3498,688631,莱斯信息,52.72,0.4,0.21,16208.0,86198937.0,2.48,53.88,52.58,53.0,52.51,1.02,2.5,156.03,4.5,8618138400.0,3419946400.0,-0.04,-0.11,-24.31,-22.56
3499,002872,ST天圣,5.05,0.4,0.02,19219.0,9733675.0,1.39,5.1,5.03,5.06,5.03,0.58,0.89,-26.56,0.82,1605900000.0,1085336577.0,0.0,0.2,3.7,3.91
3500,300867,圣元环保,20.02,0.4,0.08,67739.0,136912019.32,2.31,20.45,19.99,20.0,19.94,0.84,3.53,19.31,1.4,5440255881.0,3836388996.0,0.05,-0.05,2.19,5.04
3501,300052,ST中青宝,12.61,0.4,0.05,54442.0,69009079.0,2.07,12.82,12.56,12.61,12.56,0.87,2.08,-90.75,8.73,3302038333.0,3301943758.0,-0.08,-0.08,-2.47,0.4
3502,002832,比音勒芬,17.43,0.4,0.07,74066.0,128748074.28,1.84,17.58,17.26,17.48,17.36,0.92,1.9,12.04,1.82,9947424474.0,6787560690.0,0.0,-0.17,15.51,16.51
3503,000999,华润三九,27.8,0.4,0.11,197935.0,546133402.85,1.16,27.81,27.49,27.73,27.69,1.38,1.19,13.52,2.09,46265256452.0,46222893283.0,0.25,0.43,-3.2,-2.32
3504,300370,安控科技,2.54,0.4,0.01,222188.0,57056427.0,2.77,2.6,2.53,2.55,2.53,0.98,1.42,-32.27,8.69,3976055612.0,3966134013.0,0.0,0.0,-4.15,-2.68
3505,601800,中国交建,7.59,0.4,0.03,154397.0,117355006.0,0.93,7.63,7.56,7.58,7.56,0.75,0.13,8.37,0.43,123524549668.0,89438518480.0,-0.13,-0.13,-8.0,-6.53
3506,603878,武进不锈,7.55,0.4,0.03,94327.0,71976973.0,2.26,7.72,7.55,7.6,7.52,0.97,1.68,54.27,1.61,4236592904.0,4236592904.0,0.0,-0.13,-5.03,-18.47
3507,600252,中恒集团,2.58,0.39,0.01,661008.0,171773289.0,4.28,2.66,2.55,2.58,2.57,0.83,2.08,-23.01,1.53,8215140721.0,8215140721.0,-0.39,-0.39,-6.18,-5.84
3508,002494,华斯股份,5.19,0.39,0.02,113077.0,58899474.0,2.51,5.26,5.13,5.22,5.17,0.74,3.94,-333.09,1.6,1958242626.0,1488338573.0,0.0,-0.38,-2.44,-3.71
3509,601619,嘉泽新能,5.21,0.39,0.02,419760.0,219338067.0,2.89,5.3,5.15,5.19,5.19,0.79,1.72,21.25,1.93,15175551936.0,12684715284.0,0.0,0.0,9.45,17.34
3510,300929,华骐环保,12.89,0.39,0.05,28734.0,37000525.0,2.26,13.04,12.75,12.9,12.84,0.56,2.27,-693.09,2.12,1703193803.0,1633773419.0,0.31,0.31,20.92,19.91
3511,301329,信音电子,22.98,0.39,0.09,17599.0,40639758.94,1.62,23.25,22.88,23.09,22.89,0.83,2.94,63.4,2.5,3911196000.0,1377513120.0,0.22,0.13,-0.95,-2.38
3512,001313,粤海饲料,7.8,0.39,0.03,163011.0,128011585.96,3.6,7.98,7.7,7.77,7.77,0.92,2.33,156.31,2.14,5460000000.0,5453181638.0,0.13,0.0,6.56,6.56
3513,605122,四方新材,12.82,0.39,0.05,21363.0,27499348.0,2.58,13.02,12.69,12.92,12.77,0.86,1.24,-46.34,1.1,2209578280.0,2209578280.0,0.0,0.0,2.07,-2.51
3514,002498,汉缆股份,7.76,0.39,0.03,1007260.0,784489434.23,2.72,7.92,7.71,7.78,7.73,0.81,3.03,43.58,2.9,25815936960.0,25815936960.0,0.26,0.13,95.96,102.61
3515,603005,晶方科技,28.0,0.39,0.11,238617.0,673668199.0,2.29,28.63,27.99,28.21,27.89,0.98,3.66,49.4,3.96,18260807768.0,18260807768.0,-0.04,-0.07,-2.54,1.23
3516,000503,国新健康,7.81,0.39,0.03,80343.0,63191653.1,1.67,7.93,7.8,7.81,7.78,0.81,0.82,-41.44,6.05,7647961806.0,7647498892.0,0.13,0.0,-14.27,-12.05
3517,001215,千味央厨,38.7,0.39,0.15,14780.0,57473058.0,1.79,39.29,38.6,38.74,38.55,0.69,1.53,52.44,2.01,3760109260.0,3745498733.0,0.08,-0.13,-5.24,0.52
3518,002622,皓宸医疗,2.6,0.39,0.01,141845.0,37063290.0,3.47,2.66,2.57,2.6,2.59,0.53,1.69,-62.02,5.99,2184000000.0,2183935650.0,0.0,0.0,-14.47,-12.46
3519,300665,飞鹿股份,7.74,0.39,0.03,49071.0,38138431.46,2.08,7.84,7.68,7.78,7.71,0.64,2.25,-19.27,3.07,1694639950.0,1687869145.0,0.13,0.0,-17.92,-20.7
3520,600262,北方股份,25.87,0.39,0.1,59978.0,156947731.0,3.84,26.81,25.82,26.76,25.77,1.61,3.53,18.2,2.5,4397900000.0,4397900000.0,0.04,0.04,-6.1,-0.61
3521,920027,交大铁发,18.2,0.39,0.07,15888.0,29101449.9,1.71,18.46,18.15,18.21,18.13,0.55,3.76,32.74,3.15,1441503700.0,768103700.0,0.05,0.0,-17.76,-14.87
3522,603990,麦迪科技,15.4,0.39,0.06,122403.0,189409910.0,2.09,15.65,15.33,15.38,15.34,1.06,4.0,120.45,5.65,4716754057.0,4716754057.0,-0.06,0.0,1.99,1.52
3523,601890,亚星锚链,10.38,0.39,0.04,267941.0,280730183.0,1.93,10.57,10.37,10.4,10.34,1.09,2.79,35.35,2.69,9958572000.0,9958572000.0,-0.19,-0.1,-0.67,0.87
3524,002210,飞马国际,2.58,0.39,0.01,329566.0,85363537.97,1.56,2.61,2.57,2.57,2.57,0.63,1.24,359.26,7.2,6865980557.0,6853142219.0,0.39,0.0,-23.89,-28.33
3525,002790,瑞尔特,7.76,0.39,0.03,39879.0,31042291.64,1.55,7.85,7.73,7.79,7.73,0.46,1.53,39.5,1.54,3242689048.0,2023012600.0,0.0,0.0,-7.62,-7.51
3526,600643,爱建集团,5.19,0.39,0.02,595836.0,310674391.0,2.51,5.28,5.15,5.21,5.17,0.81,3.75,33.03,0.69,8268556338.0,8253925406.0,0.0,0.19,-6.49,-6.15
3527,600941,中国移动,94.0,0.38,0.36,70998.0,666798228.0,0.76,94.2,93.49,93.65,93.64,1.14,0.79,14.85,1.46,2035799319768.0,84860179498.0,0.0,-0.01,-6.28,-6.98
3528,600883,博闻科技,7.96,0.38,0.03,37070.0,29646557.0,2.77,8.09,7.87,7.98,7.93,0.68,1.57,63.34,1.92,1879260480.0,1879260480.0,0.13,0.0,-0.87,-1.24
3529,002749,国光股份,13.26,0.38,0.05,12104.0,16054785.24,1.36,13.35,13.17,13.25,13.21,0.71,0.27,16.67,3.21,6183914373.0,6015412684.0,0.0,-0.08,0.15,-0.53
3530,600704,物产中大,5.27,0.38,0.02,348607.0,184134230.0,1.14,5.31,5.25,5.26,5.25,0.88,0.67,6.7,0.67,27252118020.0,27252118020.0,0.19,0.0,-6.73,-3.66
3531,688531,日联科技,73.16,0.38,0.28,25870.0,190408813.0,2.25,74.46,72.82,72.82,72.88,1.07,2.25,69.4,3.1,12114852577.0,8397218983.0,0.0,0.0,5.71,10.8
3532,600079,ST人福,18.61,0.38,0.07,87746.0,163732050.0,1.19,18.75,18.53,18.62,18.54,0.85,0.57,16.37,1.61,30375725209.0,28718556910.0,0.0,0.05,1.14,2.76
3533,300181,佐力药业,15.72,0.38,0.06,65116.0,102833084.0,1.6,15.94,15.69,15.69,15.66,0.73,1.08,16.22,3.54,11025808906.0,9477759647.0,0.06,0.06,-4.15,-2.72
3534,920158,长江能科,15.95,0.38,0.06,23775.0,37841242.27,2.2,16.08,15.73,15.91,15.89,0.55,6.23,41.49,4.04,2274151000.0,608323430.0,0.19,0.57,2.18,3.77
3535,603322,超讯通信,31.61,0.38,0.12,31246.0,99393973.0,1.46,32.03,31.57,31.83,31.49,0.88,1.98,62.4,17.29,4981318622.0,4981318622.0,0.0,0.0,-20.76,-17.6
3536,601390,中国中铁,5.27,0.38,0.02,1303503.0,688035093.0,0.76,5.3,5.26,5.28,5.25,0.72,0.64,5.68,0.41,130096389566.0,107923444266.0,0.0,0.0,-5.22,-2.59
3537,601528,瑞丰银行,5.24,0.38,0.02,102918.0,54010352.0,0.96,5.27,5.22,5.23,5.22,0.56,0.59,5.23,0.52,10281725710.0,9088552259.0,-0.19,-0.19,-5.76,-8.07
3538,601666,平煤股份,7.9,0.38,0.03,166140.0,131280903.0,1.52,7.95,7.83,7.84,7.87,0.61,0.67,52.32,0.85,19507974929.0,19507974929.0,0.0,0.0,-5.95,0.38
3539,301100,风光股份,18.65,0.38,0.07,8259.0,15474934.0,1.4,18.88,18.62,18.65,18.58,0.63,0.94,-70.05,1.87,3730000000.0,1631875000.0,-0.05,0.0,-12.19,-12.48
3540,601727,上海电气,8.0,0.38,0.03,916954.0,738182974.0,1.25,8.1,8.0,8.03,7.97,0.86,0.73,103.07,2.27,124320973088.0,100925117088.0,-0.12,-0.25,-11.8,-7.08
3541,000488,ST晨鸣,2.63,0.38,0.01,195979.0,51830630.5,2.29,2.68,2.62,2.62,2.62,0.95,1.16,-0.93,8.54,7736029806.0,4455797943.0,-0.38,-0.38,18.47,19.55
3542,300098,高新兴,5.37,0.37,0.02,303563.0,164127684.27,1.87,5.46,5.36,5.42,5.35,0.87,1.97,110.12,3.44,9331890817.0,8279163277.0,0.19,0.0,-14.76,-11.97
3543,300802,矩子科技,18.87,0.37,0.07,41509.0,78806708.0,2.23,19.22,18.8,18.93,18.8,1.19,2.13,48.75,3.69,5360556672.0,3674305997.0,-0.21,-0.32,-2.78,-1.41
3544,300830,金现代,10.77,0.37,0.04,171029.0,187138983.0,4.01,11.17,10.74,10.85,10.73,0.94,5.07,-99.11,3.56,4864170845.0,3630402994.0,0.09,0.09,4.06,5.8
3545,300588,熙菱信息,24.49,0.37,0.09,25016.0,61649688.0,3.24,25.05,24.26,24.72,24.4,0.84,1.41,-87.12,17.11,4689125525.0,4330371515.0,0.0,-0.12,-9.46,-9.3
3546,600935,华塑股份,2.69,0.37,0.01,318344.0,86193310.0,2.24,2.74,2.68,2.69,2.68,0.67,0.91,-60.49,1.62,9669845371.0,9434910874.0,0.37,0.37,7.6,9.8
3547,600975,新五丰,5.43,0.37,0.02,104690.0,56802034.0,1.29,5.46,5.39,5.42,5.41,0.59,0.84,-386.5,2.27,6785663248.0,6785663248.0,0.18,0.18,-8.12,-7.81
3548,002743,富煌钢构,5.47,0.37,0.02,48034.0,26445741.0,2.02,5.55,5.44,5.49,5.45,0.56,1.11,43.24,0.72,2380918575.0,2377103250.0,-0.18,0.0,-0.55,0.55
3549,601900,南方传媒,13.41,0.37,0.05,52852.0,71232121.0,1.5,13.6,13.4,13.43,13.36,0.74,0.6,10.43,1.37,11827218961.0,11827218961.0,-0.07,0.0,1.06,0.0
3550,603355,莱克电气,27.24,0.37,0.1,18693.0,51175832.0,1.73,27.6,27.13,27.16,27.14,1.01,0.33,18.86,2.86,15619327688.0,15619327688.0,0.15,-0.07,-17.18,-14.15
3551,688616,西力科技,13.56,0.37,0.05,23775.0,32354245.0,2.0,13.75,13.48,13.61,13.51,1.0,1.33,23.43,2.69,2432369273.0,2432369273.0,-0.07,0.07,9.98,10.87
3552,301500,飞南资源,24.69,0.37,0.09,272309.0,700434022.43,11.46,27.49,24.67,25.49,24.6,1.38,18.9,51.95,2.97,13874594954.0,3556610993.0,-0.04,-0.12,49.91,57.36
3553,002264,新 华 都,8.23,0.37,0.03,119469.0,98825277.23,1.34,8.33,8.22,8.26,8.2,0.83,1.82,24.97,2.97,5924046999.0,5388862526.0,0.0,-0.12,-10.15,-6.8
3554,603819,神力股份,13.49,0.37,0.05,93900.0,126977252.0,4.32,13.83,13.25,13.47,13.44,0.76,4.31,128.53,3.66,2937180223.0,2937180223.0,0.0,-0.07,12.79,11.12
3555,605567,春雪食品,10.89,0.37,0.04,30273.0,33026959.0,2.58,11.03,10.75,10.9,10.85,0.74,1.51,48.23,1.99,2178000000.0,2178000000.0,0.09,0.0,0.74,-1.0
3556,688776,国光电气,83.37,0.37,0.31,15820.0,133221275.0,2.55,85.34,83.22,83.22,83.06,0.81,1.46,-93.89,5.16,9035925642.0,9035925642.0,-0.1,-0.02,-22.06,-17.24
3557,600497,驰宏锌锗,8.23,0.37,0.03,759535.0,630647869.0,2.2,8.39,8.21,8.29,8.2,1.02,1.51,40.07,2.55,41482331375.0,41482331375.0,0.12,0.0,5.24,12.59
3558,600023,浙能电力,5.47,0.37,0.02,494853.0,271491203.0,1.47,5.52,5.44,5.48,5.45,0.85,0.37,8.83,0.98,73345768137.0,73345768137.0,-0.18,0.0,9.4,10.51
3559,601860,紫金银行,2.68,0.37,0.01,309836.0,83456620.0,1.12,2.71,2.68,2.68,2.67,0.8,0.87,6.11,0.49,9811495008.0,9518259281.0,-0.37,-0.37,-1.47,-1.11
3560,603288,海天味业,41.3,0.36,0.15,166025.0,688656822.0,1.99,41.8,40.98,41.2,41.15,0.78,0.3,34.34,5.85,241680370187.0,229652802467.0,0.1,0.05,9.0,12.47
3561,002444,巨星科技,30.84,0.36,0.11,121978.0,378627595.0,3.09,31.61,30.66,31.12,30.73,1.06,1.06,12.82,1.95,36837707133.0,35374490874.0,0.16,0.13,-14.31,-9.35
3562,603210,泰鸿万立,16.85,0.36,0.06,36874.0,62206202.0,1.31,17.01,16.79,16.81,16.79,1.82,1.58,29.6,3.14,5735740000.0,3920615875.0,0.12,0.12,-15.75,-13.41
3563,300758,七彩化学,13.82,0.36,0.05,83181.0,115566485.4,1.82,14.0,13.75,13.8,13.77,0.75,2.31,56.37,3.13,5515778034.0,4971633003.0,0.0,-0.07,4.54,8.9
3564,301167,建研设计,16.51,0.36,0.06,32198.0,53415214.18,1.95,16.77,16.45,16.65,16.45,1.0,4.54,85.24,1.95,1849120000.0,1171593698.0,-0.06,-0.06,2.74,1.6
3565,688798,艾为电子,67.73,0.36,0.24,18971.0,129410658.0,1.47,68.68,67.69,67.93,67.49,1.14,1.4,49.81,3.76,15789802516.0,9193889645.0,0.0,0.01,-13.91,-11.01
3566,001238,浙江正特,47.87,0.36,0.17,1677.0,8033976.0,1.59,48.33,47.57,47.78,47.7,0.49,0.16,87.42,4.67,5304953400.0,4962543790.0,0.02,0.06,-6.06,-3.1
3567,688401,路维光电,52.99,0.36,0.19,43350.0,231031663.0,2.65,54.02,52.62,53.45,52.8,1.5,2.24,40.87,6.13,10245547348.0,10245547348.0,-0.15,0.11,-3.13,8.56
3568,300776,帝尔激光,81.05,0.36,0.29,104102.0,851742185.79,6.13,84.34,79.39,82.9,80.76,1.65,6.19,42.77,5.89,22208260056.0,13623266475.0,0.07,0.12,24.31,30.43
3569,300253,卫宁健康,8.46,0.36,0.03,455292.0,388758823.63,2.14,8.62,8.44,8.55,8.43,0.95,2.51,-57.86,3.32,18622765781.0,15316834061.0,0.12,0.0,-6.21,-4.08
3570,000011,深物业A,8.39,0.36,0.03,32411.0,27295879.0,1.79,8.5,8.35,8.45,8.36,0.57,0.62,147.57,1.47,5000264582.0,4417129806.0,0.0,0.12,-6.15,-6.88
3571,600170,上海建工,2.75,0.36,0.01,1134652.0,312721086.0,1.46,2.78,2.74,2.75,2.74,0.75,1.28,15.13,0.77,24436334296.0,24436334296.0,0.0,0.36,1.85,3.77
3572,002234,民和股份,8.39,0.36,0.03,47160.0,39647584.0,1.91,8.48,8.32,8.37,8.36,0.66,1.56,-10.9,1.65,2927776179.0,2528818481.0,0.48,0.36,-4.77,-2.67
3573,301089,拓新药业,28.18,0.36,0.1,21015.0,59587932.0,2.67,28.79,28.04,28.12,28.08,0.72,2.32,-51.19,2.4,3566024010.0,2549446375.0,0.0,-0.14,-2.56,0.64
3574,601216,君正集团,5.56,0.36,0.02,837172.0,469027865.0,3.07,5.7,5.53,5.67,5.54,0.79,0.99,12.57,1.63,46915376688.0,46915376688.0,0.0,0.18,4.91,15.35
3575,688267,中触媒,30.65,0.36,0.11,24288.0,74506771.0,2.23,30.99,30.31,30.84,30.54,0.75,1.38,25.5,1.91,5400530000.0,5400530000.0,-0.07,-0.03,6.31,8.8
3576,001216,华瓷股份,19.29,0.36,0.07,43098.0,83556327.0,2.81,19.64,19.1,19.31,19.22,0.57,1.76,19.28,2.69,4858508643.0,4736721209.0,-0.16,-0.05,10.67,12.74
3577,002419,天虹股份,5.65,0.36,0.02,154850.0,87709365.36,1.24,5.7,5.63,5.66,5.63,0.73,1.32,79.39,1.62,6603989788.0,6603157684.0,-0.18,0.0,-0.53,2.17
3578,000876,新 希 望,8.38,0.36,0.03,190799.0,159846423.18,0.72,8.41,8.35,8.38,8.35,0.75,0.42,37.24,1.69,37733256486.0,37710030361.0,0.0,0.12,-9.21,-9.11
3579,688248,南网科技,56.17,0.36,0.2,37499.0,212505611.0,3.54,57.48,55.5,56.23,55.97,0.93,0.66,75.37,9.73,31719199000.0,31719199000.0,0.0,0.0,15.58,25.55
3580,300962,中金辐照,16.51,0.36,0.06,22309.0,36892632.41,1.09,16.63,16.45,16.45,16.45,0.72,0.85,36.4,4.36,4358671319.0,4358671319.0,0.06,0.0,0.18,1.73
3581,603085,天成自控,11.08,0.36,0.04,48504.0,54122117.0,1.99,11.25,11.03,11.04,11.04,0.99,1.22,65.57,4.94,4399868000.0,4399868000.0,-0.18,-0.09,-7.9,-6.5
3582,301139,元道通信,17.12,0.35,0.06,24720.0,42620348.0,1.47,17.36,17.11,17.15,17.06,0.76,3.25,88.54,1.07,2081463296.0,1303981574.0,-0.06,-0.23,-8.74,-6.75
3583,601997,贵阳银行,5.75,0.35,0.02,203490.0,117353179.0,0.87,5.79,5.74,5.76,5.73,0.82,0.56,4.03,0.33,21023138937.0,21023138937.0,0.17,0.0,-2.38,-2.04
3584,603708,家家悦,11.49,0.35,0.04,31869.0,36640936.0,1.05,11.56,11.44,11.49,11.45,0.65,0.5,26.75,3.11,7334511376.0,7334511376.0,-0.09,-0.09,-3.69,-2.87
3585,605177,东亚药业,20.22,0.35,0.07,20871.0,42506580.0,2.18,20.58,20.14,20.2,20.15,1.02,1.85,-24.03,1.36,2319645780.0,2276453778.0,-0.05,0.05,8.59,13.6
3586,002354,天娱数科,5.7,0.35,0.02,350025.0,200763932.83,1.94,5.79,5.68,5.75,5.68,0.76,2.15,165.64,7.34,9431139174.0,9267808290.0,0.18,0.18,-15.56,-10.52
3587,002016,世荣兆业,5.75,0.35,0.02,87261.0,50629629.0,2.44,5.86,5.72,5.77,5.73,0.7,1.08,28.12,0.95,4652299884.0,4652299884.0,0.0,-0.17,-0.86,-0.52
3588,301519,舜禹股份,14.3,0.35,0.05,17982.0,25913524.0,1.82,14.55,14.29,14.4,14.25,0.57,2.38,-89.68,1.66,2311493170.0,1079315795.0,-0.07,-0.21,6.24,6.56
3589,600785,新华百货,17.35,0.35,0.06,62385.0,108843731.0,2.66,17.7,17.24,17.64,17.29,1.0,2.76,27.31,1.7,3914702708.0,3914702708.0,-0.06,-0.12,25.36,28.04
3590,688802,沐曦股份-U,612.11,0.35,2.11,15638.0,956344863.0,2.3,619.6,605.56,614.0,610.0,0.9,8.62,-310.22,18.6,244905211000.0,11103046763.0,0.1,-0.06,1.35,5.52
3591,000560,我爱我家,2.89,0.35,0.01,523953.0,152422645.65,1.39,2.93,2.89,2.9,2.88,0.7,2.32,120.62,0.72,6807397459.0,6519662175.0,-0.34,0.0,-1.37,-1.03
3592,000541,佛山照明,5.66,0.35,0.02,45428.0,25853869.38,1.24,5.72,5.65,5.66,5.64,0.82,0.37,46.23,1.3,8692504782.0,6964817946.0,-0.18,-0.18,-6.6,-5.82
3593,600371,万向德农,8.68,0.35,0.03,48529.0,42151253.0,2.08,8.77,8.59,8.67,8.65,0.61,1.66,98.47,4.62,2539577040.0,2539577040.0,0.0,0.0,-1.7,-0.46
3594,603937,丽岛新材,14.43,0.35,0.05,85085.0,123323544.0,5.56,14.8,14.0,14.51,14.38,0.59,4.07,-152.56,1.95,3014290232.0,3014290232.0,-0.07,-0.14,19.06,20.35
3595,688697,纽威数控,14.68,0.34,0.05,17416.0,25761160.0,1.71,14.92,14.67,14.68,14.63,0.88,0.38,22.18,3.63,6713654018.0,6713654018.0,0.0,0.07,-8.25,-4.55
3596,600088,中视传媒,14.63,0.34,0.05,32174.0,47365767.0,1.99,14.88,14.59,14.62,14.58,0.94,0.81,-409.6,4.61,5818444632.0,5818444632.0,-0.07,0.0,-10.41,-9.58
3597,600939,重庆建工,2.94,0.34,0.01,84070.0,24749195.0,2.05,2.98,2.92,2.93,2.93,0.51,0.44,-6.71,0.75,5593276335.0,5593276335.0,0.68,0.68,-8.13,-7.26
3598,300039,上海凯宝,5.99,0.34,0.02,126644.0,76056943.93,1.84,6.06,5.95,5.98,5.97,0.69,1.38,25.12,1.38,6265540000.0,5492388094.0,0.17,0.17,-2.12,-0.66
3599,600073,光明肉业,5.89,0.34,0.02,50441.0,29737424.0,0.85,5.92,5.87,5.9,5.87,0.66,0.54,-41.7,1.18,5523226590.0,5523226590.0,0.17,0.17,-9.1,-7.97
3600,300825,阿尔特,8.8,0.34,0.03,58023.0,51377456.86,1.82,8.94,8.78,8.81,8.77,0.63,1.2,-21.65,2.08,4354948233.0,4263493520.0,0.0,-0.11,-21.36,-9.09
3601,920964,润农节水,5.86,0.34,0.02,16079.0,9471856.32,2.4,5.96,5.82,5.84,5.84,1.13,1.09,-90.82,1.76,1530678880.0,865505809.0,0.0,0.17,-13.82,-12.41
3602,002661,克明食品,8.92,0.34,0.03,22821.0,20433863.0,2.36,9.02,8.81,8.95,8.89,0.58,0.73,18.02,1.28,2971588659.0,2805980608.0,0.0,0.22,-1.65,-0.89
3603,601518,吉林高速,2.95,0.34,0.01,138974.0,41019266.0,1.36,2.97,2.93,2.96,2.94,0.88,0.74,10.57,0.99,5577131849.0,5577131849.0,0.34,0.0,4.98,4.61
3604,601618,中国中冶,2.98,0.34,0.01,777243.0,232261244.0,0.67,3.0,2.98,2.99,2.97,0.77,0.44,46.72,0.61,61756385127.0,53200805127.0,0.0,-0.33,-2.93,0.34
3605,605277,新亚电子,23.95,0.34,0.08,84039.0,202185732.0,2.3,24.25,23.7,23.86,23.87,1.38,2.64,36.69,4.8,7759508984.0,7619328053.0,-0.08,-0.17,5.09,8.86
3606,002122,ST汇洲,2.92,0.34,0.01,117418.0,34377483.0,1.37,2.95,2.91,2.92,2.91,0.79,0.59,77.94,2.68,5844381679.0,5805599737.0,0.0,-0.34,-3.63,-2.67
3607,688075,安旭生物,38.75,0.34,0.13,4493.0,17419178.0,1.45,39.1,38.54,38.82,38.62,0.86,0.35,67.11,0.95,4924458694.0,4924458694.0,0.1,0.13,-3.49,0.21
3608,603160,汇顶科技,68.69,0.34,0.23,67000.0,462909005.0,1.94,69.88,68.55,68.55,68.46,1.28,1.44,38.22,3.41,31994114355.0,31994114355.0,-0.09,-0.17,-15.41,-13.05
3609,002289,*ST宇顺,26.51,0.34,0.09,12637.0,33183439.54,2.04,26.6,26.06,26.52,26.42,1.08,0.45,-470.51,33.95,7429526462.0,7421573462.0,0.8,0.68,-13.28,-9.12
3610,301138,华研精机,37.84,0.34,0.13,11763.0,44773159.0,1.75,38.46,37.8,38.0,37.71,0.95,1.72,48.13,3.86,4540800000.0,2594315698.0,0.0,-0.03,-3.79,-1.2
3611,600163,中闽能源,5.96,0.34,0.02,418983.0,248832515.0,2.19,5.99,5.86,5.97,5.94,0.57,2.2,25.93,1.63,11341857012.0,11341857012.0,0.17,0.17,7.39,9.96
3612,920299,灿能电力,23.75,0.34,0.08,17868.0,42610788.13,2.15,24.11,23.6,23.8,23.67,0.7,3.93,85.15,7.38,2140095305.0,1078600669.0,0.17,-0.04,10.16,18.1
3613,002157,正邦科技,3.08,0.33,0.01,982298.0,303392359.31,1.3,3.11,3.07,3.08,3.07,0.74,1.36,2585.14,2.43,28490500774.0,22281502958.0,0.0,0.0,-6.67,-4.94
3614,603273,天元智能,18.16,0.33,0.06,11867.0,21703631.0,2.27,18.55,18.14,18.18,18.1,0.74,2.12,149.51,4.42,3891931344.0,1018020544.0,0.06,-0.11,-11.15,-13.4
3615,603307,扬州金泉,39.4,0.33,0.13,3828.0,15153279.0,1.43,39.86,39.3,39.35,39.27,0.84,0.57,23.39,1.92,2682233800.0,2639800000.0,-0.15,-0.08,-0.28,0.23
3616,002522,浙江众成,6.01,0.33,0.02,249485.0,150834598.15,2.5,6.13,5.98,6.01,5.99,0.85,2.76,85.61,2.36,5443734116.0,5439169473.0,-0.33,-0.33,4.89,6.56
3617,600610,中毅达,9.17,0.33,0.03,153783.0,141471934.0,2.08,9.29,9.1,9.29,9.14,0.59,2.17,193.72,81.79,9823588128.0,6499023885.0,-0.11,-0.22,-9.83,-7.65
3618,600360,*ST华微,9.12,0.33,0.03,73005.0,66596815.0,1.1,9.19,9.09,9.12,9.09,0.84,0.76,43.96,2.55,8757893172.0,8757893172.0,0.11,0.0,10.68,14.57
3619,688606,奥泰生物,61.64,0.33,0.2,2964.0,18329048.0,1.63,62.4,61.4,61.4,61.44,0.85,0.37,22.39,1.24,4886871902.0,4886871902.0,0.02,0.03,-5.17,-3.52
3620,600981,苏豪汇鸿,3.04,0.33,0.01,146934.0,44971363.0,1.98,3.09,3.03,3.06,3.03,0.71,0.66,98.54,1.34,6816996904.0,6816996904.0,0.33,0.0,-5.59,-3.18
3621,000938,紫光股份,27.11,0.33,0.09,1349739.0,3662998198.36,3.77,27.76,26.74,27.02,27.02,1.13,4.72,41.42,5.36,77536765384.0,77536765384.0,0.0,-0.07,6.73,10.2
3622,301392,汇成真空,144.27,0.33,0.47,73206.0,1039658622.14,6.13,146.5,137.69,138.67,143.8,1.0,17.94,612.88,19.89,14427000000.0,5885626080.0,0.03,-0.08,0.38,11.8
3623,601226,华电科工,9.16,0.33,0.03,154651.0,142432174.0,1.64,9.28,9.13,9.21,9.13,0.71,1.33,67.93,2.42,10645969092.0,10645969092.0,-0.11,-0.11,11.71,16.84
